Selling Price,Transmission,Mileage,Fuel,Road Tax,Efficiency (mpg),Engine Size ,Age of Car
16690,Manual,24692,Petrol,145,41.5,2,3
9661,Manual,10864,Petrol,145,64.2,1.1,3
11841,Manual,17434,Petrol,145,60.1,1,3
10497,Manual,33274,Petrol,145,60.1,1,3
8750,Manual,10458,Petrol,145,64.2,1.1,3
18290,Automatic,9641,Others,145,56.5,2,3
23997,Manual,28170,Petrol,235,36.7,2.3,4
27497,Manual,1973,Petrol,235,36.7,2.3,3
14490,Manual,17957,Diesel,125,60.1,2,3
6890,Manual,20881,Diesel,20,70.6,1.6,7
17981,Manual,3892,Diesel,145,80.7,1.5,1
11350,Manual,12981,Petrol,145,65.7,1,2
18741,Automatic,8878,Diesel,145,52.3,2,2
13900,Manual,22139,Diesel,30,64.2,1.5,3
10997,Manual,6348,Petrol,20,61.4,1,3
16990,Manual,8348,Petrol,145,60.1,1,2
8697,Manual,20518,Petrol,125,54.3,1.2,3
10997,Manual,12425,Petrol,20,62.8,1,3
12497,Manual,13589,Petrol,145,60.1,1,2
11997,Manual,10131,Petrol,145,65.7,1,2
13841,Manual,9398,Petrol,145,54.3,1,2
10497,Manual,9615,Petrol,145,64.2,1.1,2
20990,Manual,7122,Petrol,145,41.5,2,2
16750,Manual,10561,Petrol,145,60.1,1,2
14497,Manual,18608,Petrol,145,58.9,1,2
6789,Manual,27914,Petrol,150,57.7,1.2,3
7700,Semi-Auto,28882,Petrol,145,47.9,1.6,6
8997,Manual,9965,Petrol,125,54.3,1.2,3
15997,Manual,19744,Diesel,145,60.1,2,3
13497,Manual,13588,Petrol,145,57.7,1,2
11997,Manual,11502,Petrol,145,61.4,1,2
6997,Manual,37090,Petrol,0,65.7,1,5
8997,Manual,17616,Petrol,125,54.3,1.2,3
17497,Manual,13416,Diesel,125,60.1,2,3
7997,Manual,31803,Petrol,125,54.3,1.2,3
8497,Manual,14487,Petrol,145,54.3,1.2,3
12997,Manual,14868,Petrol,145,54.3,1,2
12950,Automatic,13807,Diesel,145,56.5,1.5,1
8700,Semi-Auto,23459,Petrol,145,47.9,1.6,5
17800,Automatic,33421,Diesel,145,54.3,2,2
5700,Manual,66449,Petrol,30,57.7,1,7
6200,Manual,49939,Diesel,0,78.5,1.6,6
16750,Manual,17035,Diesel,145,54.3,2,3
8973,Manual,54803,Diesel,20,68.9,2,5
12995,Automatic,2874,Petrol,0,57.7,1,4
17750,Manual,9836,Diesel,145,67.3,2,2
10250,Manual,14554,Petrol,125,53.3,1,3
8000,Manual,16323,Diesel,30,61.4,1.5,6
11500,Manual,8286,Petrol,150,60.1,1,2
9500,Manual,31691,Petrol,125,53.3,1,3
14500,Manual,25951,Diesel,150,60.1,2,3
16000,Manual,7684,Petrol,150,51.4,1,1
10000,Manual,12490,Petrol,150,64.2,1.1,2
12500,Manual,3685,Petrol,150,56.5,1,1
11000,Manual,7775,Petrol,145,55.4,1.1,1
8690,Manual,17932,Petrol,125,54.3,1.2,3
9997,Manual,7469,Petrol,145,64.2,1.1,2
9997,Manual,15464,Petrol,145,64.2,1.1,2
9997,Manual,34606,Petrol,145,60.1,1,3
7997,Manual,27838,Petrol,125,54.3,1.2,3
10997,Manual,18980,Petrol,145,61.4,1,3
10797,Manual,16546,Petrol,145,61.4,1,3
7997,Manual,24427,Petrol,145,57.7,1.2,3
13997,Manual,28930,Diesel,30,64.2,1.5,3
12000,Manual,11201,Petrol,145,58.9,1,2
11500,Manual,36775,Petrol,145,65.7,1,2
7500,Manual,18055,Petrol,145,57.7,1.2,3
14000,Semi-Auto,15983,Diesel,145,67.3,1.5,2
10000,Manual,10133,Petrol,150,52.3,1,3
7500,Manual,13647,Petrol,150,57.7,1.2,2
16000,Manual,26931,Diesel,150,54.3,2,3
21000,Manual,10889,Diesel,150,45.6,1.5,1
13500,Manual,10654,Petrol,145,54.3,1,2
16000,Manual,16030,Diesel,125,56.5,2,4
14000,Manual,34986,Diesel,145,54.3,2,4
8000,Manual,9193,Petrol,145,57.7,1.2,2
7000,Manual,25462,Diesel,20,67.3,1.6,6
10500,Manual,18459,Petrol,145,65.7,1,2
10000,Manual,13547,Petrol,150,65.7,1,2
8500,Manual,42195,Petrol,20,62.8,1,4
14500,Manual,6659,Petrol,145,58.9,1,1
14500,Manual,5650,Petrol,145,58.9,1,1
16000,Manual,17000,Petrol,200,41.5,2,3
9500,Semi-Auto,21065,Diesel,20,64.2,1.5,4
14500,Manual,15500,Petrol,145,53.3,1,1
16500,Manual,6000,Diesel,145,64.2,1.5,2
10200,Manual,21114,Petrol,125,53.3,1,3
8500,Manual,19671,Petrol,125,53.3,1,6
9400,Manual,26000,Petrol,150,64.2,1.1,3
8800,Manual,62000,Petrol,150,47.9,1.6,7
6250,Manual,72937,Diesel,30,61.4,1.6,7
15500,Manual,32600,Diesel,145,54.3,2,4
8465,Semi-Auto,43450,Petrol,160,44.8,1.6,5
5465,Manual,41638,Petrol,30,54.3,1.2,6
11300,Manual,9601,Petrol,145,65.7,1,2
7600,Manual,27741,Petrol,0,65.7,1,6
9200,Manual,12759,Petrol,125,54.3,1.2,3
13620,Manual,12180,Petrol,145,57.7,1,2
9000,Manual,12944,Petrol,125,54.3,1.2,4
16800,Manual,19388,Petrol,145,60.1,1,2
14750,Manual,16197,Petrol,145,54.3,1,2
10400,Manual,10978,Petrol,145,65.7,1,2
14500,Manual,10755,Petrol,145,57.7,1,2
8750,Manual,10388,Petrol,145,57.7,1.2,2
6500,Manual,38609,Petrol,0,65.7,1,7
13500,Manual,21825,Diesel,145,74.3,1.5,2
13750,Manual,7565,Diesel,145,74.3,1.5,2
7000,Manual,13969,Petrol,30,54.3,1.2,7
10650,Manual,24178,Petrol,145,52.3,1,3
15500,Manual,19027,Diesel,145,64.2,1.5,3
5600,Manual,63884,Petrol,30,54.3,1.2,7
11500,Manual,12548,Diesel,30,64.2,1.5,4
19718,Manual,10,Petrol,145,55.4,1,0
15500,Manual,7917,Petrol,145,58.9,1,2
9310,Manual,16235,Petrol,0,65.7,1,3
9000,Manual,9000,Petrol,150,47.9,1.2,2
10000,Manual,33375,Diesel,150,64.2,1.5,3
26000,Semi-Auto,1378,Diesel,145,42.2,2,1
16100,Manual,3207,Petrol,145,53.3,1,1
18000,Manual,8985,Petrol,145,60.1,1,1
18000,Semi-Auto,1265,Petrol,145,48.7,1,1
8800,Manual,25587,Petrol,0,65.7,1,4
11700,Manual,26807,Petrol,145,60.1,1,3
11200,Manual,17138,Petrol,145,65.7,1,2
7860,Manual,24293,Petrol,125,54.3,1.2,3
7160,Manual,43441,Diesel,0,88.3,1.5,5
14465,Manual,31322,Petrol,205,41.5,2,5
10497,Manual,9920,Diesel,0,78.5,1.5,4
5999,Manual,30540,Petrol,125,54.3,1.2,5
8999,Manual,11800,Petrol,125,53.3,1,4
7710,Manual,27320,Petrol,0,65.7,1,7
7695,Manual,51986,Diesel,20,67.3,1.6,6
11000,Manual,28573,Petrol,145,56.5,1,2
8495,Manual,30007,Petrol,20,62.8,1,5
9190,Automatic,19424,Petrol,0,57.7,1,4
8830,Manual,33980,Diesel,0,74.3,1.5,4
8500,Manual,26546,Petrol,20,61.4,1,3
11300,Semi-Auto,35407,Petrol,145,54.3,1,2
12000,Manual,29620,Petrol,145,65.7,1,2
13500,Semi-Auto,4213,Petrol,145,54.3,1,2
9000,Manual,39187,Diesel,125,60.1,2,6
20000,Manual,13826,Diesel,145,48.7,2,3
9000,Manual,45394,Diesel,125,60.1,2,5
9000,Manual,22496,Petrol,145,64.2,1.1,2
11298,Manual,16364,Petrol,0,65.7,1,3
10998,Manual,14565,Petrol,0,65.7,1,3
9798,Manual,24842,Petrol,30,55.4,1,3
11498,Manual,22876,Diesel,0,74.3,1.5,3
8998,Manual,24625,Petrol,0,65.7,1,3
6298,Manual,33762,Petrol,30,54.3,1.2,7
8398,Manual,31221,Petrol,20,61.4,1,4
17995,Semi-Auto,40782,Diesel,145,52.3,2,3
17495,Automatic,5040,Petrol,235,38.2,1.5,3
9795,Semi-Auto,31100,Petrol,125,51.4,1,3
8797,Manual,17953,Petrol,145,54.3,1.2,3
8690,Manual,15990,Petrol,0,65.7,1,4
9990,Manual,14205,Petrol,145,60.1,1,3
12997,Manual,9612,Petrol,145,57.7,1,3
10971,Manual,10388,Petrol,145,65.7,1,3
9350,Manual,19367,Petrol,145,64.2,1.1,3
18690,Manual,16967,Petrol,145,41.5,2,3
16690,Manual,6760,Petrol,145,40.3,1.5,1
16750,Manual,10567,Petrol,145,60.1,1,2
12941,Manual,10599,Petrol,145,48.7,1.5,5
9490,Manual,18516,Petrol,145,64.2,1.1,2
11890,Manual,19097,Petrol,145,60.1,1,2
10497,Manual,27489,Petrol,20,61.4,1,3
12995,Manual,12267,Petrol,145,65.7,1,2
11980,Manual,13864,Petrol,145,60.1,1,2
7980,Semi-Auto,37576,Petrol,145,47.9,1.6,7
19998,Semi-Auto,18471,Diesel,145,54.3,2,3
16998,Manual,16410,Petrol,145,60.1,1,1
13998,Manual,9303,Petrol,145,57.7,1,2
19898,Automatic,4166,Diesel,145,64.2,2,1
15498,Manual,23763,Diesel,145,54.3,2,3
21798,Manual,3774,Petrol,145,41.5,2,2
13998,Manual,11689,Petrol,145,58.9,1,1
10998,Manual,24014,Diesel,145,74.3,1.5,3
7298,Semi-Auto,24950,Petrol,145,47.9,1.6,7
11998,Manual,44456,Diesel,30,65.7,2,3
14798,Manual,18443,Petrol,145,58.9,1,1
10890,Manual,22158,Petrol,20,60.1,1,3
6790,Manual,37002,Petrol,20,58.9,1,7
9890,Manual,20058,Diesel,0,74.3,1.5,4
7797,Manual,13000,Petrol,145,57.7,1.2,2
15990,Manual,28115,Diesel,145,56.5,2,3
16997,Manual,6837,Petrol,150,60.1,1,1
16997,Manual,8954,Petrol,145,60.1,1,2
6995,Manual,30381,Petrol,30,54.3,1.2,5
6995,Manual,10529,Petrol,145,57.7,1.2,2
14998,Manual,44106,Diesel,125,60.1,2,3
17298,Automatic,8245,Petrol,235,38.2,1.5,3
16998,Manual,19409,Diesel,145,54.3,1.5,2
17498,Manual,7669,Petrol,145,34.4,1.5,1
10998,Manual,49742,Diesel,150,74.3,1.5,3
9470,Manual,40519,Diesel,0,74.3,1.5,4
10298,Manual,35210,Petrol,200,42.8,1.6,6
9998,Manual,27154,Petrol,20,62.8,1,4
8998,Manual,10602,Petrol,145,54.3,1.2,3
10498,Manual,36562,Petrol,125,52.3,1,3
10995,Manual,25325,Petrol,20,60.1,1,4
7995,Manual,54400,Petrol,145,64.2,1.1,2
10000,Manual,8236,Petrol,145,64.2,1.1,2
10500,Manual,14552,Petrol,145,47.1,1.4,3
14500,Manual,35000,Petrol,205,41.5,2,4
7795,Semi-Auto,21050,Petrol,160,44.1,1.6,6
9998,Manual,6997,Petrol,150,47.1,1.4,3
11498,Manual,15371,Petrol,30,54.3,1,3
14990,Manual,4215,Petrol,145,58.9,1,2
7995,Manual,13057,Petrol,30,57.7,1.2,4
11280,Manual,10492,Petrol,20,60.1,1,4
9495,Manual,26638,Petrol,160,44.8,1.5,4
8995,Manual,34242,Petrol,0,65.7,1,3
6495,Manual,45159,Petrol,145,47.1,1.4,7
8845,Manual,21426,Petrol,160,44.8,1.5,5
10995,Manual,12245,Petrol,145,56.5,1,3
8495,Manual,41204,Petrol,30,57.7,1,5
8995,Manual,16130,Petrol,0,65.7,1,5
16998,Manual,8488,Diesel,150,70.6,2,2
9998,Semi-Auto,15335,Diesel,125,58.9,2,4
9998,Manual,25969,Diesel,30,64.2,1.5,5
10498,Manual,6188,Petrol,150,55.4,1.1,2
11498,Manual,11005,Petrol,150,44.1,1.6,3
13498,Manual,11206,Petrol,145,57.7,1,2
10498,Semi-Auto,3545,Petrol,30,57.7,1,3
6998,Manual,11052,Petrol,125,54.3,1.2,5
9798,Manual,23271,Petrol,20,62.8,1,4
10498,Manual,22517,Petrol,0,65.7,1,4
9990,Manual,6487,Petrol,145,64.2,1.1,2
10750,Manual,14919,Petrol,145,65.7,1,2
10497,Manual,14220,Petrol,145,64.2,1.1,2
13341,Manual,14064,Petrol,145,57.7,1,2
12997,Manual,7888,Petrol,145,60.1,1,2
10650,Manual,9813,Petrol,145,65.7,1,3
13990,Manual,27678,Diesel,145,60.1,2,3
9997,Manual,17855,Petrol,145,64.2,1.1,3
10490,Manual,28310,Petrol,145,60.1,1,3
14490,Manual,14210,Diesel,145,64.2,1.5,3
8998,Manual,25199,Diesel,0,74.3,1.5,5
17998,Manual,6514,Diesel,150,45.6,1.5,1
10298,Manual,12511,Petrol,125,51.4,1.5,5
9599,Manual,25625,Diesel,0,74.3,1.5,4
10898,Manual,14523,Petrol,145,62.8,1,3
6797,Manual,63000,Petrol,20,62.8,1,6
10797,Manual,20967,Petrol,145,60.1,1,3
13997,Manual,8005,Petrol,145,57.7,1,2
10397,Manual,18558,Petrol,145,65.7,1,3
14390,Manual,3381,Petrol,145,53.3,1,1
9997,Manual,25318,Petrol,145,65.7,1,2
13497,Manual,12565,Petrol,145,57.7,1,2
18997,Manual,20112,Petrol,145,41.5,2,3
9997,Manual,17595,Petrol,0,65.7,1,3
17890,Manual,6927,Petrol,145,60.1,1,1
11995,Semi-Auto,34032,Diesel,145,52.3,2,5
20695,Automatic,1561,Diesel,145,64.2,2,1
21500,Automatic,1916,Petrol,145,28.8,1.5,1
14700,Manual,5726,Petrol,145,57.7,1,2
10000,Manual,4352,Petrol,145,64.2,1.1,2
17500,Semi-Auto,10,Petrol,145,48.7,1,0
8000,Manual,29942,Petrol,145,57.7,1.2,3
8600,Manual,32137,Petrol,125,54.3,1.2,3
10700,Manual,20531,Petrol,145,65.7,1,2
12400,Manual,4864,Petrol,145,60.1,1,2
10498,Manual,8050,Petrol,150,55.4,1.1,2
7298,Manual,44149,Petrol,20,60.1,1,5
18498,Manual,9312,Diesel,150,54.3,1.5,1
15998,Manual,19790,Petrol,150,40.3,1.5,2
10998,Manual,21456,Petrol,150,60.1,1,2
10698,Manual,41068,Diesel,0,74.3,1.5,3
11698,Manual,9977,Petrol,150,65.7,1,3
10998,Manual,24107,Diesel,20,68.9,1.5,3
7498,Manual,35075,Diesel,0,78.5,1.5,4
10998,Manual,8421,Petrol,125,53.3,1,3
12000,Manual,9452,Petrol,145,65.7,1,2
12000,Manual,10545,Petrol,150,52.3,1,3
13250,Manual,14984,Petrol,150,57.7,1,2
8750,Manual,35315,Petrol,0,65.7,1,6
11400,Manual,43998,Diesel,30,64.2,2,4
11000,Manual,22588,Petrol,125,52.3,1,3
10500,Manual,22414,Petrol,145,65.7,1,3
9200,Manual,43792,Petrol,20,61.4,1,4
11750,Manual,15856,Petrol,145,65.7,1,3
14000,Manual,36363,Diesel,30,64.2,1.5,3
6270,Manual,27841,Diesel,30,61.4,1.6,7
13970,Manual,14252,Diesel,30,64.2,1.5,3
16770,Semi-Auto,9992,Diesel,145,54.3,2,3
5290,Manual,65607,Petrol,20,58.9,1,7
8940,Manual,23544,Petrol,125,52.3,1,3
8249,Manual,34887,Petrol,20,60.1,1,4
9900,Manual,26345,Petrol,145,61.4,1,3
9790,Manual,15818,Petrol,145,53.3,1,3
8790,Manual,41093,Diesel,145,74.3,1.5,3
16698,Semi-Auto,3271,Petrol,145,48.7,1,2
4998,Manual,72101,Petrol,30,54.3,1.2,7
7995,Manual,57025,Petrol,165,44.1,1.6,6
12995,Manual,7804,Petrol,145,57.7,1,2
7995,Manual,48000,Diesel,0,74.3,1.5,5
5495,Manual,63980,Diesel,0,76.4,1.5,7
6990,Manual,66992,Diesel,0,74.3,1.5,5
10329,Manual,37114,Petrol,145,48.7,1.5,5
13495,Manual,13221,Petrol,145,53.3,1,2
10345,Manual,31913,Diesel,145,74.3,1.5,3
7700,Manual,28652,Petrol,0,65.7,1,6
10250,Manual,26892,Petrol,145,52.3,1,3
12000,Manual,11285,Petrol,150,60.1,1,2
10750,Manual,17815,Petrol,150,52.3,1,3
14000,Manual,20500,Petrol,150,54.3,1,2
9400,Manual,27768,Petrol,150,64.2,1.1,3
7000,Semi-Auto,34732,Petrol,160,44.1,1.6,6
16000,Manual,1702,Petrol,145,55.4,1,1
10380,Manual,22945,Petrol,145,61.4,1,3
8700,Manual,21218,Petrol,150,54.3,1.2,3
14250,Manual,22015,Diesel,125,60.1,2,4
6998,Manual,19505,Petrol,0,65.7,1,5
9898,Manual,28741,Petrol,20,62.8,1,3
11298,Manual,18492,Diesel,20,68.9,1.5,3
14698,Manual,17640,Petrol,150,58.9,1,1
16998,Automatic,7293,Petrol,150,38.2,1.5,3
9998,Manual,25050,Petrol,125,53.3,1,3
11998,Manual,20646,Diesel,150,68.9,1.5,3
10698,Manual,31743,Diesel,20,68.9,1.5,3
13500,Manual,24417,Petrol,145,57.7,1,2
8800,Manual,13220,Petrol,145,57.7,1.2,2
8750,Manual,8355,Petrol,145,57.7,1.2,2
7895,Semi-Auto,36003,Petrol,145,47.9,1.6,5
10795,Manual,21529,Petrol,145,47.9,1.6,5
17995,Manual,27769,Diesel,125,56.5,2,3
11200,Manual,12064,Petrol,145,65.7,1,2
16601,Semi-Auto,22508,Diesel,150,54.3,2,2
8990,Manual,8411,Petrol,145,54.3,1.2,2
8990,Manual,14088,Petrol,0,65.7,1,4
10990,Manual,10185,Petrol,150,65.7,1,3
9990,Manual,37249,Diesel,20,68.9,1.5,4
14490,Manual,10426,Petrol,150,54.3,1,2
19490,Semi-Auto,21021,Diesel,145,51.4,2,3
10990,Manual,30304,Petrol,145,56.5,1,2
14990,Semi-Auto,45472,Diesel,145,54.3,2,4
18990,Manual,5003,Petrol,145,39.2,1.5,1
7676,Manual,35201,Petrol,30,56.5,1,6
4560,Manual,35824,Petrol,30,57.7,1.2,6
14237,Manual,25780,Diesel,20,67.3,2,4
14280,Manual,8900,Petrol,145,57.7,1,2
8180,Manual,25558,Petrol,30,55.4,1,4
16990,Semi-Auto,19016,Diesel,145,54.3,2,3
7090,Manual,28877,Petrol,0,65.7,1,6
5902,Manual,57890,Diesel,20,67.3,1.6,7
9698,Manual,23484,Petrol,20,62.8,1,4
11998,Semi-Auto,5863,Petrol,0,57.7,1,3
14000,Manual,17406,Petrol,145,65.7,1,2
11500,Manual,12951,Diesel,20,68.9,1.5,3
16500,Manual,23000,Diesel,125,60.1,2,3
10250,Manual,29387,Diesel,30,64.2,1.5,4
10000,Manual,5501,Petrol,125,54.3,1.2,4
11000,Manual,10053,Petrol,145,60.1,1,3
12000,Manual,12478,Petrol,145,65.7,1,3
10298,Manual,26996,Petrol,145,55.4,1,2
8698,Manual,21672,Petrol,0,65.7,1,5
15998,Automatic,6051,Diesel,145,56.6,1.5,3
8798,Manual,13761,Petrol,125,54.3,1.2,3
14498,Manual,18597,Diesel,125,60.1,2,3
15698,Manual,13300,Petrol,160,43.5,1.5,5
17849,Manual,15281,Diesel,145,38.2,2,1
12390,Manual,3345,Petrol,145,61.4,1,2
10280,Manual,22878,Petrol,145,65.7,1,3
17420,Semi-Auto,25003,Diesel,145,54.3,2,3
13990,Manual,15178,Petrol,145,60.1,1,1
8991,Manual,14615,Petrol,150,64.2,1.1,3
5572,Semi-Auto,55920,Petrol,165,44.1,1.6,7
9498,Manual,13705,Diesel,0,78.5,1.5,3
8998,Manual,46400,Diesel,20,68.9,1.5,3
10798,Semi-Auto,16541,Diesel,30,58.9,1.5,4
9298,Manual,46377,Diesel,0,74.3,1.5,4
11698,Manual,11760,Petrol,20,62.8,1,3
10498,Manual,9906,Petrol,20,62.8,1,4
19498,Manual,30382,Diesel,235,44.1,2,4
16998,Manual,45668,Diesel,200,44.8,2,4
18298,Semi-Auto,12232,Diesel,125,52.3,2,3
19498,Semi-Auto,11245,Diesel,150,47.9,2,1
10298,Manual,10578,Petrol,150,55.4,1.1,2
6210,Manual,45258,Petrol,125,54.3,1.2,5
8290,Manual,31024,Petrol,0,65.7,1,5
8100,Manual,6768,Petrol,145,47.1,1.4,4
6780,Manual,44081,Petrol,20,58.9,1,6
7480,Manual,51838,Diesel,20,68.9,1.5,4
9499,Manual,35529,Petrol,20,60.1,1,4
8750,Manual,33434,Petrol,20,62.8,1,4
11998,Manual,29396,Diesel,30,64.2,1.5,3
10298,Manual,13148,Petrol,150,55.4,1.1,2
9998,Semi-Auto,31788,Petrol,165,44.8,1.5,3
10998,Manual,48934,Petrol,150,54.3,1,3
9998,Manual,23046,Diesel,20,68.9,1.5,3
9998,Manual,25003,Petrol,30,55.4,1,3
9998,Manual,21314,Petrol,150,65.7,1,3
9500,Manual,21861,Diesel,0,74.3,1.5,3
8360,Manual,9892,Petrol,0,65.7,1,5
4650,Manual,34000,Petrol,30,57.7,1.2,6
6100,Manual,48659,Petrol,20,58.9,1,7
6490,Manual,26822,Petrol,125,54.3,1.2,5
5960,Manual,55253,Diesel,20,67.3,1.6,7
17490,Manual,1220,Petrol,145,40.3,1.5,1
12990,Manual,11233,Diesel,145,74.3,1.5,3
15690,Manual,10000,Diesel,145,74.3,1.5,1
25490,Manual,1128,Diesel,145,39.2,2,0
10490,Manual,21832,Petrol,20,62.8,1,4
22990,Automatic,185,Diesel,145,54.3,1.5,0
15495,Semi-Auto,22704,Diesel,150,54.3,2,3
7999,Manual,82094,Diesel,20,68.9,2,5
18999,Manual,2200,Petrol,145,49.6,1,1
21595,Manual,7980,Petrol,145,39.2,1.5,1
12350,Manual,23800,Diesel,145,58.9,1.5,2
6701,Manual,50000,Diesel,0,76.4,1.6,6
8400,Manual,38524,Petrol,145,65.7,1,3
6100,Manual,35183,Petrol,30,54.3,1.2,7
10200,Manual,15143,Petrol,0,65.7,1,4
8000,Manual,51194,Diesel,0,74.3,1.5,5
8930,Manual,13492,Petrol,0,65.7,1,4
10170,Manual,10485,Petrol,145,65.7,1,3
4801,Manual,90000,Petrol,30,54.3,1.2,6
7981,Manual,40000,Petrol,20,60.1,1,5
9690,Manual,25644,Petrol,0,65.7,1,3
12498,Manual,29430,Diesel,30,64.2,1.5,3
8698,Manual,23540,Petrol,20,60.1,1,6
9498,Manual,15572,Petrol,125,52.3,1,3
13298,Manual,9162,Petrol,125,51.4,1.5,3
9498,Manual,45309,Diesel,125,60.1,2,5
10998,Semi-Auto,662,Petrol,0,57.7,1,4
10498,Manual,15454,Diesel,20,68.9,1.5,3
14598,Manual,13882,Petrol,145,58.9,1,1
18498,Manual,10557,Petrol,145,39.2,1.5,2
11998,Manual,7210,Petrol,0,65.7,1,3
12220,Manual,9526,Petrol,145,56.5,1,1
11000,Manual,33763,Petrol,145,56.5,1,2
14491,Manual,6453,Petrol,145,53.3,1,1
5991,Manual,56818,Diesel,20,68.9,1.5,4
8291,Manual,18934,Petrol,125,54.3,1.2,3
6891,Manual,30595,Petrol,0,65.7,1,6
15991,Automatic,6446,Petrol,240,38.2,1.5,4
10490,Manual,20651,Petrol,125,52.3,1,3
8991,Manual,15775,Petrol,145,44.8,1.5,3
9210,Manual,18256,Petrol,145,65.7,1,3
12991,Manual,9476,Petrol,150,47.9,1.6,3
7991,Manual,11904,Petrol,125,54.3,1.2,4
10159,Manual,42391,Petrol,145,47.9,1.6,5
9840,Semi-Auto,21812,Petrol,160,44.1,1.6,3
8137,Manual,22034,Diesel,0,74.4,1.5,4
17750,Manual,19510,Diesel,20,67.3,2,3
17520,Manual,3758,Petrol,145,60.1,1,1
19230,Manual,2894,Petrol,145,60.1,1,1
17390,Manual,3058,Petrol,145,60.1,1,1
10991,Manual,25943,Petrol,145,65.7,1,2
14287,Manual,10013,Petrol,145,58.9,1,1
26030,Manual,3919,Petrol,145,34.5,2.3,1
19300,Automatic,2662,Diesel,145,50.4,1.5,1
20390,Automatic,6644,Diesel,145,49.6,2,1
26430,Manual,9129,Diesel,145,55.4,2,1
17200,Manual,6984,Diesel,145,61.4,1.5,1
17800,Manual,4487,Diesel,145,62.8,2,1
27480,Manual,6656,Diesel,145,54.3,2,1
10530,Manual,13674,Petrol,145,58.9,1,2
7790,Manual,18859,Petrol,125,54.3,1.2,4
17410,Manual,2117,Petrol,145,60.1,1,1
17520,Manual,4892,Petrol,145,60.1,1,1
17390,Manual,2905,Petrol,145,60.1,1,1
8760,Manual,21578,Petrol,0,65.7,1,4
9230,Semi-Auto,20940,Petrol,145,47.9,1.6,4
16387,Manual,25405,Diesel,125,56.5,2,4
15160,Automatic,15368,Petrol,235,38.2,1.5,3
15500,Manual,10286,Petrol,145,58.9,1,2
17530,Semi-Auto,15,Petrol,145,48.7,1,1
11200,Manual,11133,Diesel,145,74.3,1.5,3
7871,Manual,37012,Petrol,20,61.4,1,5
15791,Manual,40984,Diesel,145,54.3,2,3
9950,Manual,67648,Diesel,125,60.1,2,4
13999,Manual,23915,Diesel,150,64.2,1.5,3
10450,Manual,15443,Petrol,150,65.7,1,3
7991,Manual,2271,Petrol,145,57.7,1.2,3
6080,Manual,58804,Petrol,0,65.7,1,7
9970,Manual,54719,Diesel,0,78.5,1.5,4
15291,Manual,36706,Diesel,20,67.3,2,4
7620,Semi-Auto,42540,Petrol,160,44.1,1.6,5
9291,Manual,7147,Petrol,145,64.2,1.1,2
8791,Manual,24688,Petrol,125,52.3,1,3
8222,Manual,25550,Petrol,0,65.7,1,5
6590,Manual,42031,Petrol,125,54.3,1.2,5
9470,Manual,16795,Petrol,0,65.7,1,4
19840,Semi-Auto,28613,Diesel,145,52.3,2,3
7600,Manual,46660,Diesel,0,74.3,1.5,5
17300,Manual,5294,Petrol,145,60.1,1,1
16730,Manual,4725,Petrol,145,58.9,1,1
12410,Manual,4948,Diesel,145,74.3,1.5,3
17080,Automatic,27498,Others,145,56.5,2,3
7870,Manual,21482,Diesel,0,74.4,1.5,5
17990,Manual,28310,Diesel,125,56.5,2,3
8880,Manual,38737,Petrol,20,62.8,1,4
7500,Manual,70709,Diesel,0,74.3,1.5,4
9130,Manual,29466,Petrol,0,65.7,1,3
6710,Manual,32726,Petrol,30,57.7,1.2,3
19991,Manual,2475,Petrol,145,50.4,1,0
6800,Manual,24613,Petrol,30,57.7,1.2,3
10361,Manual,20846,Petrol,125,52.3,1,3
7750,Manual,23355,Petrol,125,54.3,1.2,3
17450,Manual,4650,Petrol,145,60.1,1,1
9450,Manual,25082,Petrol,145,64.2,1.1,3
12950,Manual,21149,Petrol,145,57.7,1,2
6450,Manual,30147,Petrol,0,65.7,1,6
8950,Manual,35450,Petrol,145,60.1,1,3
12450,Manual,8911,Petrol,145,54.3,1,2
14450,Manual,8508,Petrol,145,58.9,1,1
8151,Manual,65121,Diesel,0,74.3,1.5,5
5991,Manual,70658,Diesel,0,78.5,1.5,4
4890,Manual,14512,Petrol,30,57.7,1.2,6
13491,Manual,35417,Diesel,125,60.1,2,3
7991,Manual,7768,Petrol,145,57.7,1.2,2
10491,Manual,15946,Petrol,145,65.7,1,2
9491,Manual,29743,Petrol,145,65.7,1,3
9991,Manual,19031,Petrol,150,52.3,1,3
10991,Manual,20962,Petrol,125,53.3,1,3
10991,Manual,10169,Petrol,150,65.7,1,2
8450,Manual,17294,Petrol,0,65.7,1,3
13750,Manual,26452,Diesel,30,64.2,1.5,3
14750,Manual,15093,Diesel,145,64.2,1.5,3
9450,Manual,11625,Petrol,145,65.7,1,2
7950,Manual,23691,Petrol,20,60.1,1,6
8950,Manual,23444,Diesel,30,64.2,1.5,4
14750,Manual,5775,Petrol,145,58.9,1,1
15529,Manual,3646,Petrol,145,51.4,1,1
9450,Manual,19432,Petrol,145,64.2,1.1,2
11250,Manual,11410,Petrol,145,65.7,1,2
9450,Manual,14600,Petrol,145,64.2,1,2
8450,Manual,10455,Petrol,145,57.7,1.2,3
7950,Manual,23583,Petrol,0,65.7,1,6
10450,Manual,13308,Petrol,145,53.3,1,3
6950,Manual,29699,Petrol,125,54.3,1.2,4
